SDp;ERp;x1;x2;x3;x4;x5;x6;x7;x8;x9;x10
NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN
0.01397155918902695;0.0;0.0012;0.0211;0.0;0.1088;0.0;0.5811;0.2548;0.0;0.0;0.0329
0.013830958364310881;0.01;0.0033;0.0235;0.0;0.1082;0.0;0.5763;0.2483;0.0;0.0;0.0403
0.013695317962987284;0.02;0.0061;0.0256;0.0;0.1075;0.0;0.5713;0.2423;0.0;0.0;0.0472
0.013564721525460247;0.03;0.0089;0.0278;0.0;0.1067;0.0;0.5663;0.2363;0.0;0.0;0.0539
0.013439322936755519;0.04;0.0118;0.0299;0.0;0.106;0.0001;0.5612;0.2304;0.0;0.0;0.0607
0.013319235036511454;0.05;0.0147;0.0321;0.0;0.1052;0.0001;0.5561;0.2244;0.0;0.0;0.0674
0.013204696094081413;0.06;0.0174;0.0341;0.0;0.1044;0.0007;0.551;0.2185;0.0;0.0;0.0738
0.013095404612896957;0.07;0.0198;0.0357;0.0;0.1034;0.0032;0.5458;0.2129;0.0;0.0;0.0792
0.012990728337963239;0.08;0.0215;0.0367;0.0;0.1022;0.0085;0.5405;0.2076;0.0;0.0;0.0829
0.012889891845675253;0.09;0.0233;0.0377;0.0;0.101;0.0135;0.5352;0.2023;0.0;0.0;0.0869
0.01279326365104321;0.1;0.025;0.0387;0.0;0.0997;0.0189;0.5299;0.197;0.0;0.0;0.0907
0.012700948825528684;0.11;0.0267;0.0397;0.0;0.0984;0.0243;0.5245;0.1918;0.0;0.0;0.0944
0.012613050338813176;0.12;0.0284;0.0406;0.0;0.0972;0.0298;0.5192;0.1865;0.0001;0.0;0.0981
0.012529616533262736;0.13;0.0301;0.0416;0.0;0.0959;0.0352;0.5139;0.1813;0.0001;0.0;0.1018
0.012450715646481805;0.14;0.0318;0.0426;0.0;0.0946;0.0407;0.5086;0.176;0.0001;0.0;0.1055
0.012376591923683837;0.15;0.0335;0.0435;0.0;0.0934;0.0461;0.5033;0.1708;0.0002;0.0;0.1092
0.01230690389409355;0.16;0.0352;0.0445;0.0;0.0921;0.0516;0.4979;0.1655;0.0002;0.0;0.1129
0.012242253255537027;0.17;0.0369;0.0454;0.0;0.0908;0.057;0.4926;0.1603;0.0003;0.0;0.1165
0.012181971732324569;0.18;0.0387;0.0464;0.0;0.0896;0.0626;0.4873;0.1549;0.0001;0.0;0.1204
0.012127161650448439;0.19;0.0403;0.0472;0.0;0.0883;0.0678;0.482;0.1498;0.0006;0.0;0.1239
0.012077007995114953;0.2;0.0417;0.0478;0.0;0.0872;0.0725;0.4767;0.1448;0.0023;0.0;0.1269
0.012030871780861279;0.21;0.043;0.0482;0.0;0.0862;0.0767;0.4716;0.1399;0.005;0.0001;0.1294
0.01198856851544779;0.22;0.0441;0.0484;0.0;0.0852;0.0806;0.4664;0.1352;0.0082;0.0002;0.1318
0.01195010807759219;0.23;0.0452;0.0486;0.0;0.0842;0.0843;0.4614;0.1306;0.0113;0.0004;0.134
0.011915364798649094;0.24;0.0463;0.0488;0.0;0.0832;0.0877;0.4565;0.1261;0.0142;0.0012;0.1361
0.011884043158098186;0.25;0.0473;0.0488;0.0;0.0822;0.0906;0.4517;0.122;0.017;0.0024;0.1379
0.011855938315262824;0.26;0.0483;0.0489;0.0;0.0813;0.0932;0.4472;0.118;0.0196;0.0041;0.1396
0.011831350157402479;0.27;0.0491;0.0488;0.0004;0.0803;0.0953;0.4428;0.1142;0.022;0.0061;0.141
0.011809587063867507;0.28;0.0501;0.0488;0.0004;0.0793;0.0979;0.4382;0.1103;0.0246;0.0078;0.1426
0.011791076602243019;0.29;0.051;0.0488;0.0006;0.0784;0.1003;0.4337;0.1064;0.0271;0.0096;0.1442
