SDp;ERp;x1;x2;x3;x4;x5;x6;x7;x8;x9;x10
NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN
0.01256340645023737;0.0;0.0;0.4712;0.2995;0.0;0.001;0.0;0.0;0.0976;0.1229;0.0079
0.012406661177383782;0.01;0.0;0.4661;0.2923;0.0;0.004;0.0;0.0;0.1005;0.1236;0.0135
0.012254221557990275;0.02;0.0;0.4607;0.2854;0.0;0.0095;0.0;0.0004;0.1026;0.1237;0.0176
0.01210440697774442;0.03;0.0;0.4552;0.2785;0.0;0.0152;0.0;0.0001;0.1049;0.1239;0.0221
0.011958931049022629;0.04;0.0;0.4498;0.2716;0.0;0.021;0.0;0.0002;0.1071;0.1241;0.0262
0.011817402827966908;0.05;0.0;0.4444;0.2647;0.0;0.0268;0.0;0.0004;0.1092;0.1242;0.0303
0.011679951962387781;0.06;0.0;0.4392;0.2578;0.0;0.0323;0.0;0.0011;0.1112;0.1243;0.0341
0.011546495297924357;0.07;0.0;0.4342;0.2508;0.0;0.0375;0.0;0.0028;0.113;0.1242;0.0375
0.011416861789715686;0.08;0.0;0.4294;0.2437;0.0;0.0424;0.0;0.0055;0.1147;0.124;0.0403
0.011291274998063903;0.09;0.0;0.425;0.2366;0.0;0.0468;0.0;0.0093;0.116;0.1237;0.0425
0.011169149468995712;0.1;0.0;0.4203;0.2296;0.0;0.0516;0.0;0.0122;0.1176;0.1235;0.0452
0.01105130109378959;0.11;0.0;0.4157;0.2225;0.0;0.0562;0.0;0.0156;0.1191;0.1232;0.0477
0.010937632293050325;0.12;0.0;0.4112;0.2154;0.0;0.0607;0.0;0.019;0.1206;0.1229;0.0502
0.010828274693598457;0.13;0.0;0.4066;0.2083;0.0;0.0653;0.0;0.0224;0.1221;0.1226;0.0526
0.010723360141767058;0.14;0.0;0.4021;0.2012;0.0;0.0699;0.0;0.0258;0.1235;0.1223;0.0551
0.010623020295958695;0.15;0.0;0.3976;0.1941;0.0;0.0744;0.0;0.0292;0.125;0.1221;0.0575
0.010527385986317367;0.16;0.0;0.393;0.1871;0.0;0.079;0.0;0.0327;0.1265;0.1218;0.06
0.010436586599976648;0.17;0.0;0.3885;0.18;0.0;0.0836;0.0;0.0361;0.1279;0.1215;0.0624
0.010350749427099223;0.18;0.0;0.3839;0.1729;0.0;0.0881;0.0;0.0395;0.1294;0.1212;0.0649
0.010269998971519607;0.19;0.0;0.3794;0.1658;0.0;0.0927;0.0;0.0429;0.1309;0.1209;0.0673
0.010194456234171522;0.2;0.0;0.3748;0.1587;0.0;0.0973;0.0;0.0464;0.1323;0.1207;0.0698
0.010124233463400635;0.21;0.0;0.3703;0.1516;0.0;0.1018;0.0;0.0498;0.1338;0.1204;0.0722
0.010059443637131401;0.22;0.0;0.3658;0.1445;0.0;0.1064;0.0;0.0532;0.1353;0.1201;0.0747
0.010000198840980598;0.23;0.0;0.3612;0.1375;0.0;0.111;0.0;0.0566;0.1368;0.1198;0.0771
0.009946596249552258;0.24;0.0;0.3567;0.1304;0.0;0.1155;0.0;0.0601;0.1382;0.1195;0.0796
0.009898725252392512;0.25;0.0;0.3521;0.1233;0.0;0.1201;0.0;0.0635;0.1397;0.1192;0.082
0.009856667658468566;0.26;0.0;0.3476;0.1162;0.0;0.1247;0.0;0.0669;0.1412;0.119;0.0845
