SDp;ERp;x1;x2;x3;x4;x5;x6;x7;x8;x9;x10
NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN
0.011643068952022186;0.0;-0.1662;0.0108;0.1353;0.2713;0.176;0.0926;0.0228;0.0692;0.3423;0.0459
0.011460649330895294;0.01;-0.1598;0.0107;0.1338;0.2657;0.1771;0.092;0.0232;0.0692;0.343;0.0451
0.011282295337581145;0.02;-0.1535;0.0107;0.1322;0.2602;0.1781;0.0914;0.0236;0.0692;0.3437;0.0443
0.011108202807723053;0.03;-0.1471;0.0106;0.1307;0.2546;0.1792;0.0908;0.0241;0.0692;0.3444;0.0436
0.010938575212752993;0.04;-0.1408;0.0105;0.1291;0.2491;0.1803;0.0902;0.0245;0.0692;0.3452;0.0428
0.0107736234520726;0.05;-0.1344;0.0104;0.1276;0.2435;0.1813;0.0896;0.0249;0.0692;0.3459;0.042
0.010613565537720585;0.06;-0.128;0.0104;0.126;0.238;0.1824;0.089;0.0253;0.0692;0.3466;0.0412
0.010458626157119207;0.07;-0.1217;0.0103;0.1245;0.2324;0.1834;0.0884;0.0258;0.0692;0.3473;0.0404
0.010309036099447551;0.08;-0.1153;0.0102;0.1229;0.2269;0.1845;0.0878;0.0262;0.0691;0.348;0.0396
0.010165031531652722;0.09;-0.109;0.0102;0.1214;0.2213;0.1855;0.0873;0.0266;0.0691;0.3488;0.0388
0.010026853111207039;0.1;-0.1026;0.0101;0.1198;0.2158;0.1866;0.0867;0.027;0.0691;0.3495;0.038
0.00989474492457471;0.11;-0.0962;0.01;0.1183;0.2102;0.1877;0.0861;0.0275;0.0691;0.3502;0.0372
0.009768953243081805;0.12;-0.0899;0.0099;0.1167;0.2047;0.1887;0.0855;0.0279;0.0691;0.3509;0.0365
0.00964972509158094;0.13;-0.0835;0.0099;0.1152;0.1991;0.1898;0.0849;0.0283;0.0691;0.3516;0.0357
0.009537306630024106;0.14;-0.0772;0.0098;0.1136;0.1935;0.1908;0.0843;0.0287;0.0691;0.3524;0.0349
0.00943194135380216;0.15;-0.0708;0.0097;0.112;0.188;0.1919;0.0837;0.0292;0.0691;0.3531;0.0341
0.009333868125406082;0.16;-0.0644;0.0096;0.1105;0.1824;0.1929;0.0831;0.0296;0.0691;0.3538;0.0333
0.009243319057450452;0.17;-0.0581;0.0096;0.1089;0.1769;0.194;0.0825;0.03;0.0691;0.3545;0.0325
0.009160517275112169;0.18;-0.0517;0.0095;0.1074;0.1713;0.195;0.0819;0.0304;0.0691;0.3552;0.0317
0.009085674594210214;0.19;-0.0454;0.0094;0.1058;0.1658;0.1961;0.0814;0.0309;0.0691;0.356;0.0309
0.009018989159022875;0.2;-0.039;0.0094;0.1043;0.1602;0.1972;0.0808;0.0313;0.0691;0.3567;0.0302
0.00896064309096808;0.21;-0.0326;0.0093;0.1027;0.1547;0.1982;0.0802;0.0317;0.0691;0.3574;0.0294
0.008910800204880734;0.22;-0.0263;0.0092;0.1012;0.1491;0.1993;0.0796;0.0321;0.069;0.3581;0.0286
0.00886960385323594;0.23;-0.0199;0.0091;0.0996;0.1436;0.2003;0.079;0.0326;0.069;0.3589;0.0278
0.008837174959783237;0.24;-0.0135;0.0091;0.0981;0.138;0.2014;0.0784;0.033;0.069;0.3596;0.027
0.008813610302296587;0.25;-0.0072;0.009;0.0965;0.1325;0.2024;0.0778;0.0334;0.069;0.3603;0.0262
0.008798981099316212;0.26;-0.0008;0.0089;0.095;0.1269;0.2035;0.0772;0.0338;0.069;0.361;0.0254
