,0
0,0.016898675475716392
1,-0.008456151752968911
2,-0.026891454715882553
3,0.24451113373397737
4,0.16213943226879504
5,0.1729233795816894
6,0.3573615481082446
7,0.2833363296854903
8,0.5202922397958534
9,0.24390064609420561
